prompt,code
"एक ब्लॉग पोस्ट पर 'लाइक' करने के लिए API","""@app.route('/api/posts/<int:id>/like', methods=['POST'])\ndef like_post(id):\n    post = Post.query.get(id)\n    post.likes += 1\n    db.session.commit()\n    return jsonify({'likes': post.likes})"""
"ब्लॉग पोस्ट मॉडल में `likes` कॉलम जोड़ो","""likes = db.Column(db.Integer, default=0)"""
"ब्लॉग पोस्ट्स को लाइक्स की संख्या के आधार पर सॉर्ट करो","""popular_posts = Post.query.order_by(Post.likes.desc()).limit(5).all()"""
"Flask में यूनिट टेस्ट के लिए एक टेस्ट डेटाबेस कॉन्फ़िगर करो","""app.config['SQLALCHEMY_DATABASE_URI'] = 'sqlite:///:memory:'"""
"एक API एंडपॉइंट का pytest से टेस्ट लिखो","""def test_get_posts(client):\n    response = client.get('/api/posts')\n    assert response.status_code == 200"""
"ब्लूप्रिंट का उपयोग करके एडमिन सेक्शन बनाओ","""admin_bp = Blueprint('admin', __name__, url_prefix='/admin')"""
"एक API बनाओ जो YAML डेटा लौटाए","""import yaml\n@app.route('/api/data.yaml')\ndef get_yaml():\n    data = {'a': 1}\n    return Response(yaml.dump(data), mimetype='text/yaml')"""
"Flask में एक कस्टम CLI कमांड बनाओ","""@app.cli.command('create-user')\n@click.argument('name')\ndef create_user(name):\n    # ... logic to create user ..."""
"SQLAlchemy में eager लोडिंग का उपयोग करो","""posts = Post.query.options(db.joinedload(Post.author)).all()"""
"SQLAlchemy में lazy लोडिंग का उपयोग करो","""# This is the default behavior\npost = Post.query.get(1)\n# The author is fetched from the DB only when you access it:\nprint(post.author.name)"""
"एक API बनाओ जो एक फाइल डाउनलोड करवाए","""from flask import send_file\n@app.route('/download')\ndef download_file():\n    return send_file('my_file.zip', as_attachment=True)"""
"अपने Flask ऐप के लिए एक `config.py` फाइल बनाओ","""# config.py\nclass Config:\n    SECRET_KEY = os.environ.get('SECRET_KEY')\n    SQLALCHEMY_DATABASE_URI = os.environ.get('DATABASE_URI')"""
"फैक्ट्री पैटर्न का उपयोग करके Flask ऐप बनाओ","""def create_app(config_class=Config):\n    app = Flask(__name__)\n    app.config.from_object(config_class)\n    db.init_app(app)\n    return app"""
"ब्लॉग पोस्ट में Markdown कंटेंट को सपोर्ट करो","""import markdown\n@app.route('/posts/<int:id>')\ndef show_post(id):\n    post = Post.query.get(id)\n    post.content = markdown.markdown(post.content)\n    return render_template('post.html', post=post)"""
"एक API बनाओ जो इमेज अपलोड को हैंडल करे","""@app.route('/api/upload', methods=['POST'])\ndef upload_image():\n    file = request.files['image']\n    # ... save file securely ...\n    return jsonify({'url': file_url})"""
"ब्लॉग पोस्ट मॉडल में एक 'status' फील्ड (draft, published) जोड़ो","""status = db.Column(db.String(10), default='draft')"""
"सिर्फ पब्लिश हुए पोस्ट्स को दिखाने वाला एक API बनाओ","""@app.route('/api/published-posts')\ndef get_published_posts():\n    posts = Post.query.filter_by(status='published').all()\n    return jsonify([...])"""
"SQLAlchemy में एक हाइब्रिड प्रॉपर्टी बनाओ","""from sqlalchemy.ext.hybrid import hybrid_property\nclass User(db.Model):\n    # ...\n    @hybrid_property\n    def full_name(self):\n        return self.first_name + ' ' + self.last_name"""
"API रिस्पॉन्स के लिए एक कस्टम JSON एन्कोडर बनाओ","""import json\nfrom datetime import datetime\nclass CustomJSONEncoder(json.JSONEncoder):\n    def default(self, obj):\n        if isinstance(obj, datetime):\n            return obj.isoformat()\n        return super().default(obj)"""
"Flask में एक WebSocket का उपयोग करके रियल-टाइम नोटिफिकेशन भेजो","""# Using Flask-SocketIO\n@socketio.on('new_post')\ndef handle_new_post(data):\n    emit('notification', {'message': 'A new post was created!'}, broadcast=True)"""
"पाइथन में UUID का उपयोग करके एक यूनिक आईडी जेनरेट करो","""import uuid\npublic_id = str(uuid.uuid4())"""
"ब्लॉग पोस्ट मॉडल में एक स्लग (slug) फील्ड जोड़ो","""slug = db.Column(db.String(120), unique=True, nullable=False)"""
"एक फंक्शन बनाओ जो टाइटल से एक स्लग जेनरेट करे","""def slugify(title):\n    return title.lower().replace(' ', '-')"""
"एक API बनाओ जो XML डेटा लौटाए (Jinja2 टेम्पलेट का उपयोग करके)","""@app.route('/feed.xml')\ndef get_xml_feed():\n    # ... get posts ...\n    return Response(render_template('feed.xml', posts=posts), mimetype='application/xml')"""

"pytest का उपयोग करके एक सिंपल टेस्ट फंक्शन लिखो","""# test_math.py\ndef test_addition():\n    assert 1 + 1 == 2"""
"pytest को कमांड-लाइन से चलाओ","pytest"
"unittest का उपयोग करके एक टेस्ट क्लास बनाओ","""import unittest\n\nclass TestSum(unittest.TestCase):\n    def test_sum(self):\n        self.assertEqual(sum([1, 2, 3]), 6, ""Should be 6"")"""
"unittest को चलाने के लिए कोड लिखो","""if __name__ == '__main__':\n    unittest.main()"""
"एक टेस्ट जो एरर को एक्सपेक्ट करे (pytest)","""import pytest\ndef test_zero_division():\n    with pytest.raises(ZeroDivisionError):\n        1 / 0"""
"एक टेस्ट जो एरर को एक्सपेक्ट करे (unittest)","""def test_divide_by_zero(self):\n    with self.assertRaises(ZeroDivisionError):\n        1 / 0"""
"pytest में एक 'fixture' बनाओ","""import pytest\n@pytest.fixture\ndef my_data():\n    return [1, 2, 3]"""
"pytest में एक 'fixture' का उपयोग करो","""def test_my_data_length(my_data):\n    assert len(my_data) == 3"""
"pytest में टेस्ट को पैरामीटराइज़ (parametrize) करो","""import pytest\n@pytest.mark.parametrize('test_input,expected', [('3+5', 8), ('2+4', 6)])\ndef test_eval(test_input, expected):\n    assert eval(test_input) == expected"""
"एक टेस्ट को 'skip' करो","@pytest.mark.skip(reason='not implemented yet')"
"एक टेस्ट को 'xfail' (expected to fail) मार्क करो","@pytest.mark.xfail"
"मॉक (Mock) ऑब्जेक्ट बनाने के लिए `unittest.mock` का उपयोग करो","""from unittest.mock import Mock\n\nmock = Mock()"""
"एक mock ऑब्जेक्ट के रिटर्न वैल्यू को सेट करो","""mock.my_method.return_value = 'mocked value'"""
"एक mock ऑब्जेक्ट को कितनी बार कॉल किया गया, यह चेक करो","""mock.my_method.assert_called_once()"""
"`patch` का उपयोग करके एक फंक्शन को मॉक करो","""from unittest.mock import patch\n\n@patch('my_module.my_function')\ndef test_something(mock_my_function):\n    ..."""
"जावास्क्रिप्ट में Jest को इनस्टॉल करो","npm install --save-dev jest"
"Jest का उपयोग करके एक सिंपल टेस्ट लिखो","""// sum.test.js\nconst sum = require('./sum');\ntest('adds 1 + 2 to equal 3', () => {\n  expect(sum(1, 2)).toBe(3);\n});"""
"Jest को चलाने के लिए `package.json` में एक स्क्रिप्ट जोड़ो","""// In package.json\n""scripts"": {\n  ""test"": ""jest""\n}"""
"Jest में `describe` और `it` का उपयोग करो","""describe('sum function', () => {\n  it('should add positive numbers', () => {\n    expect(sum(1, 1)).toBe(2);\n  });\n});"""
"Jest में एक mock फंक्शन बनाओ","const mockCallback = jest.fn();"
"Jest में एक एसिंक्रोनस (async) कोड को टेस्ट करो","""test('the data is peanut butter', async () => {\n  const data = await fetchData();\n  expect(data).toBe('peanut butter');\n});"""
"Jest में DOM मैनिपुलेशन को टेस्ट करो (jsdom)","""document.body.innerHTML = '<div>...</div>';\n// ... test the DOM ..."""
"Cypress का उपयोग करके एक एंड-टू-एंड (E2E) टेस्ट लिखो","""describe('My App', () => {\n  it('navigates to the about page', () => {\n    cy.visit('http://localhost:3000')\n    cy.contains('About').click()\n    cy.url().should('include', '/about')\n  })\n})"""
"यूनिट टेस्ट, इंटीग्रेशन टेस्ट, और एंड-टू-एंड टेस्ट में क्या अंतर है","// Unit tests check a single piece of code. Integration tests check how pieces work together. E2E tests check the entire application flow from a user's perspective."
"टेस्ट-ड्रिवन डेवलपमेंट (TDD) का कॉन्सेप्ट","// A software development process where you write tests *before* you write the code to pass those tests."
"बिहेवियर-ड्रिवन डेवलपमेंट (BDD) का कॉन्सेप्ट","// An extension of TDD which focuses on writing tests in a natural language format that non-technical stakeholders can understand."
"एक Gherkin सिंटैक्स (BDD) का उदाहरण","Feature: Login\n  Scenario: Successful login\n    Given I am on the login page\n    When I enter valid credentials\n    Then I should be redirected to the dashboard"
"Selenium WebDriver का उपयोग करके एक ब्राउज़र ऑटोमेशन टेस्ट लिखो","""from selenium import webdriver\ndriver = webdriver.Chrome()\ndriver.get('http://example.com')\nassert 'Example' in driver.title"""
"Flask एप्लीकेशन को टेस्ट करने के लिए एक टेस्ट क्लाइंट बनाओ","""def test_home_page():\n    app = create_app() # Using app factory\n    client = app.test_client()\n    response = client.get('/')\n    assert response.status_code == 200"""
"Django एप्लीकेशन को टेस्ट करने के लिए एक टेस्ट क्लाइंट बनाओ","""from django.test import TestCase, Client\n\nclass MyViewTest(TestCase):\n    def test_home_page(self):\n        client = Client()\n        response = client.get('/')\n        self.assertEqual(response.status_code, 200)"""
"कोड कवरेज (code coverage) को मापने के लिए `coverage.py` का उपयोग करो","coverage run -m pytest\ncoverage report"
"एक 'canary' टेस्ट क्या है","// A small test run in a production environment against a small subset of live traffic to ensure a new deployment is stable."
"एक 'smoke' टेस्ट क्या है","// A preliminary test to reveal simple failures severe enough to reject a prospective software release. A quick check to see if the application starts and runs."
"A/B टेस्टिंग का कॉन्सेप्ट","// A method of comparing two versions of a webpage or app against each other to determine which one performs better."
"Postman का उपयोग करके एक API एंडपॉइंट को टेस्ट करो","// Create a new request in Postman, set the method to GET/POST, enter the URL, and hit Send."
"पाइथन में `doctest` का उपयोग करो","""def add(a, b):\n    """>>> add(1, 2)\n    3\n    ""\n    return a + b"""
"एक 'faker' लाइब्रेरी का उपयोग करके टेस्ट के लिए फेक डेटा जेनरेट करो","from faker import Faker\nfake = Faker()\n\nfake_name = fake.name()"
"स्ट्रेस टेस्टिंग (Stress Testing) का कॉन्सेप्ट","// Testing to determine the robustness of software by testing it beyond the limits of normal operation."
"लोड टेस्टिंग (Load Testing) का कॉन्सेप्ट","// The process of putting demand on a system and measuring its response."
"Playwright का उपयोग करके एक ब्राउज़र टेस्ट लिखो","""from playwright.sync_api import sync_playwright\n\nwith sync_playwright() as p:\n    browser = p.chromium.launch()\n    page = browser.new_page()\n    page.goto('http://whatsmyuseragent.org/')"""
"म्यूटेशन टेस्टिंग (Mutation Testing) का कॉन्सेप्ट","// A type of software testing where we change (mutate) certain statements in the source code and check if the test cases are able to find the errors."
"एक प्रॉपर्टी-बेस्ड टेस्ट लिखो (Hypothesis)","from hypothesis import given\nfrom hypothesis.strategies import text\n\n@given(text())\ndef test_decode_inverts_encode(s):\n    assert decode(encode(s)) == s"
"Selenium IDE का उपयोग करके एक टेस्ट रिकॉर्ड और प्लेबैक करो","// Use the Selenium IDE browser extension to record user interactions and export them as a test script."
"एक पाइथन फंक्शन को मॉक (mock) करो","""@patch('my_module.my_api_call', return_value={'status':'success'})\ndef test_with_mock(mock_api_call):\n    # ... your test code ..."""
"Jest में एक स्नैपशॉट टेस्ट (snapshot test) लिखो","""it('renders correctly', () => {\n  const tree = renderer.create(<MyComponent />).toJSON();\n  expect(tree).toMatchSnapshot();\n});"""
"एक लॉगिंग स्टेटमेंट को टेस्ट करो","""with self.assertLogs('my_logger', level='INFO') as cm:\n    logging.getLogger('my_logger').info('first message')\n    self.assertEqual(cm.output, ['INFO:my_logger:first message'])"""
"पाइथन में `assert` स्टेटमेंट का उपयोग करो","x = 1\nassert x == 1, 'x should be 1'"
"एक 'setup' और 'teardown' मेथड लिखो (unittest)","""class MyTest(unittest.TestCase):\n    def setUp(self):\n        # Runs before each test\n        print('Setting up')\n    def tearDown(self):\n        # Runs after each test\n        print('Tearing down')"""
"एक सॉर्ट करने योग्य (sortable) HTML टेबल बनाओ","""<table id='mySortableTable'>...</table>\n<script>\nfunction sortTable(n) { ... logic to sort table rows ... }\n</script>"""
"एक सिंपल ड्राइंग पैड (drawing pad) बनाओ","""<canvas id='drawing-pad' width='300' height='200' style='border:1px solid;'></canvas>\n<script>\nconst canvas = document.getElementById('drawing-pad');\nconst ctx = canvas.getContext('2d');\n// ... event listeners for mousedown, mousemove, mouseup ...\n</script>"""
"एक टू-डू लिस्ट बनाओ जिसमें आइटम्स को डिलीट किया जा सके","""<ul id='my-list'></ul><input id='item-input'><button onclick=""... li.onclick=function(){this.remove()}; ..."">Add</button>"""
"एक मल्टी-स्टेप फॉर्म (multi-step form) बनाओ","""<style>.tab{display:none;}</style>\n<form>\n  <div class='tab'>Step 1</div>\n  <div class='tab'>Step 2</div>\n  <button type='button' onclick='nextPrev(1)'>Next</button>\n</form>"""
"एक कलर पिकर बनाओ जो चुने हुए रंग का hex कोड दिखाए","<input type='color' value='#ff0000' oninput=""this.nextElementSibling.innerText=this.value""><span>#ff0000</span>"
"एक थीम स्विचर (switcher) बनाओ जो localStorage में थीम को सेव करे","""<button onclick=""toggleTheme()"">Toggle Theme</button>\n<script>\nfunction toggleTheme(){\n  document.body.classList.toggle('dark-mode');\n  localStorage.setItem('theme', document.body.className);\n}\n// On page load:\ndocument.body.className = localStorage.getItem('theme');\n</script>"""
"एक इंटरैक्टिव SVG मैप बनाओ (जैसे भारत का नक्शा)","""<svg> <path d='...' onclick=""alert('You clicked on a state')""></path> </svg>"""
"CSS और JS से एक कस्टम राइट-क्लिक मेन्यू बनाओ","""<div id='context-menu' style='display:none; position:absolute;'>...</div>\n<script>\ndocument.addEventListener('contextmenu', e => {\n  e.preventDefault();\n  // ... show menu at e.clientX, e.clientY ...\n});\n</script>"""
"एक 'before/after' इमेज स्लाइडर बनाओ","""<style>.img-comp-container{position:relative;} .img-comp-overlay{position:absolute;...}</style><div class='img-comp-container'>...</div><script>initComparisons();</script>"""
"एक ड्रैग-एंड-ड्रॉप सॉर्टेबल लिस्ट बनाओ","""<ul id='sortable'>\n  <li draggable='true'>Item 1</li>\n  <li draggable='true'>Item 2</li>\n</ul>\n<script>\n// ... event listeners for dragstart, dragover, drop ...\n</script>"""
"एक स्टिकी नेविगेशन बार बनाओ जो स्क्रॉल करने पर चिपके","""<style>.sticky{position:fixed; top:0;}</style>\n<div id='navbar'>...</div>\n<script>\nwindow.onscroll = function(){\n  if(window.pageYOffset > 100){...}\n}\n</script>"""
"एक फिल्टर करने वाली इमेज गैलरी बनाओ","""<button onclick=""filter('cars')"">Cars</button>\n<div class='item cars'>...</div>\n<div class='item animals'>...</div>"""
"एनिमेटेड स्किल बार्स बनाओ जो स्क्रॉल करने पर एक्टिवेट हों","""<div class='skill-bar'></div>\n<script>\n// Use Intersection Observer to trigger animation when visible\n</script>"""
"एक रैंडम पासवर्ड जेनरेटर ऐप बनाओ","""<input id='pass-output'><button onclick=""document.getElementById('pass-output').value = Math.random().toString(36).slice(-10);"">Generate</button>"""
"एक अकॉर्डियन मेन्यू बनाओ जिसमें एक समय पर एक ही टैब खुले","""<script>\nvar acc = document.getElementsByClassName('accordion');\nfor (var i = 0; i < acc.length; i++) {\n  acc[i].addEventListener('click', function() {\n    // ... logic to close other panels ...\n    this.classList.toggle('active');\n  });\n}\n</script>"""
"क्लिक करने पर एक रिपल (ripple) इफ़ेक्ट वाला बटन बनाओ","""<style>.ripple-btn{position:relative; overflow:hidden;}</style><button class='ripple-btn'>Click</button>\n<script>// JS to create and animate a span element on click</script>"""
"स्मूथ स्क्रॉलिंग (Smooth Scrolling) वाले एंकर लिंक्स","""<a href='#section1'>Go</a><div id='section1'></div>\n<script>\ndocument.querySelectorAll('a[href^=""#""]').forEach(a=>{\n  a.addEventListener('click', function(e){ e.preventDefault(); document.querySelector(this.getAttribute('href')).scrollIntoView({behavior:'smooth'});});\n});\n</script>"""
"एक फुल-स्क्रीन ओवरले नेविगेशन मेन्यू","""<style>.overlay{height:0;...transition:0.5s;}</style>\n<span onclick=""openNav()"">Open</span>\n<div id='myNav' class='overlay'>...</div>"""
"एक टेक्स्टएरिया बनाओ जो कैरेक्टर लिमिट पहुंचने पर लाल हो जाए","""<style>.limit-reached{color:red;}</style>\n<textarea maxlength='100' oninput=""... document.getElementById('counter').className = remaining < 10 ? 'limit-reached' : '';""></textarea><p><span id='counter'>100</span></p>"""
"एक सिंपल पोल (poll) कॉम्पोनेन्ट बनाओ जो नतीजे दिखाए","""<h3>Favorite?</h3>\n<p>Option A <span id='resA'>0</span></p><button onclick=""document.getElementById('resA').innerText++"">Vote</button>"""
"एक मूवी टिकट बुकिंग सीट सिलेक्टर UI","""<style>.seat.selected{background:green;}</style>\n<div class='seat' onclick=""this.classList.toggle('selected')""></div>"""
"एक सिंपल WYSIWYG टेक्स्ट एडिटर के बटन","""<div id='editor' contenteditable='true'>...</div>\n<button onclick=""document.execCommand('bold')"">B</button>"""
"एक करेंसी कनवर्टर का UI","""<input id='usd' oninput=""document.getElementById('inr').value=this.value*83""> USD = <input id='inr'> INR"""
"एक GitHub प्रोफाइल कार्ड का UI","""<div style='display:flex;'><img width='50'><div style='margin-left:10px;'><h4>Username</h4><p>Bio</p></div></div>"""
"एक पासवर्ड जेनरेटर जिसमें चेकबॉक्स (अपरकेस, नंबर) हों","""<input type='checkbox' id='inc-numbers'> Include Numbers\n<button onclick=""generatePassword()"">Generate</button>"""
"एक प्रोग्रेस बार जो एक टाइमर के साथ चले","""<progress id='timerBar' max='100' value='0'></progress>\n<script>var i=0; var interval = setInterval(()=>{i++; document.getElementById('timerBar').value=i; if(i>=100) clearInterval(interval);},100);</script>"""
"एक 'Infinite Scroll' पेज का ढाँचा","""<div id='content'>...</div>\n<script>\nwindow.addEventListener('scroll', ()=>{\n  if(window.innerHeight + window.scrollY >= document.body.offsetHeight){\n    // load more content\n  }\n});\n</script>"""
"एक डायनामिक ब्रेडक्रंब (breadcrumb) नेविगेशन बनाओ","""<nav id='breadcrumbs'></nav>\n<script>\n// JS to generate breadcrumbs based on current URL path\n</script>"""
"एक क्विज ऐप बनाओ जो स्कोर दिखाए","""<div id='quiz'>...</div>\n<button onclick='submitQuiz()'>Submit</button>\n<p>Score: <span id='score'></span></p>"""
"एक Pomodoro टाइमर ऐप","""<h2 id='pomodoro-timer'>25:00</h2>\n<button>Start</button><button>Reset</button>"""
"एक ड्राइंग ऐप जिसमें रंग बदलने का ऑप्शन हो","""<canvas id='draw'></canvas>\n<input type='color' onchange=""ctx.strokeStyle = this.value;"">"""
"एक इमेज पर ज़ूम करने के लिए एक स्लाइडर","""<img id='zoom-img' src='...' style='transform: scale(1); transition: transform 0.2s;'>\n<input type='range' min='1' max='3' step='0.1' oninput=""document.getElementById('zoom-img').style.transform = `scale(${this.value})`"">"""
"एक 'Kanban' बोर्ड का UI (जैसे Trello)","""<div style='display:flex; gap:10px;'>\n  <div class='board-column'><h3>To Do</h3><div class='card'>Task 1</div></div>\n  <div class='board-column'><h3>In Progress</h3></div>\n</div>"""
"एक मेमोरी गेम (कार्ड मैचिंग) का UI","""<style>.card-flipped{...}</style>\n<div class='game-board'>\n  <div class='card' onclick=""this.classList.add('card-flipped')""></div>\n  ...\n</div>"""
"एक वेब-बेस्ड पियानो का UI","""<style>.key{border:1px solid; ...}</style>\n<div class='piano'>\n  <div class='key white'></div>\n  <div class='key black'></div>\n  ...\n</div>"""
"एक कस्टम वीडियो प्लेयर कंट्रोल्स बनाओ","""<video id='my-video'></video>\n<button onclick=""document.getElementById('my-video').play()"">Play</button>"""
"एक इंटरैक्टिव Periodic Table का UI","""<div style='display:grid; grid-template-columns:repeat(18,1fr);'>\n  <div class='element'>H</div>\n  ...\n</div>"""
"एक 'Wheel of Fortune' स्पिनर बनाओ","""<canvas id='wheel'></canvas>\n<button onclick='spinWheel()'>Spin</button>"""
"एक स्लाइड-आउट साइडबार मेन्यू","""<style>#sidebar{position:fixed; left:-250px; ...}</style>\n<div id='sidebar'>...</div>\n<button onclick=""document.getElementById('sidebar').style.left='0'"">Open</button>"""
"एक 'drag-to-upload' फाइल अपलोडर","""<div id='drop-area' ondragover='...' ondrop='...'>Drop files here</div>"""
"एक इंटरैक्टिव SVG एनीमेशन बनाओ","""<svg><path id='myPath' ... /></svg>\n<script>// JS to animate drawing the path</script>"""
"एक 'cookie consent' बैनर","""<div id='cookie-banner' style='position:fixed; bottom:0; width:100%;'>...<button onclick=""this.parentElement.remove()"">Accept</button></div>"""
"एक ऑटो-सजेस्ट (autocomplete) सर्च बार","""<input onkeyup='getSuggestions()'><div id='suggestions'></div>"""
"एक 'dark mode' टॉगल जो localStorage का उपयोग करे","""<script>\nconst isDark = localStorage.getItem('theme') === 'dark';\nif(isDark) document.body.classList.add('dark-mode');\n</script>"""
"एक मल्टी-लैंग्वेज वेबसाइट का UI","""<nav><button onclick=""changeLang('en')"">EN</button><button onclick=""changeLang('hi')"">HI</button></nav><h1 data-key='welcome'>Welcome</h1>"""
"एक 'lazy loading' इमेज स्क्रिप्ट","""<img data-src='real-image.jpg' class='lazy-load'>\n<script>// JS with Intersection Observer to load images</script>"""
"एक कस्टम ऑडियो विज़ुअलाइज़र","""<audio id='my-audio' src='...'></audio>\n<canvas id='visualizer'></canvas>\n<script>// JS to analyze audio frequency and draw on canvas</script>"""
"एक 'No Internet' कनेक्शन डिटेक्टर","""<script>\nwindow.addEventListener('offline', ()=>alert('You are offline!'));\nwindow.addEventListener('online', ()=>alert('Back online!'));\n</script>"""
"SQL में `INNER JOIN` का उपयोग करो","SELECT users.name, orders.product FROM users INNER JOIN orders ON users.id = orders.user_id;"
"SQL में `LEFT JOIN` का उपयोग करो","SELECT users.name, orders.product FROM users LEFT JOIN orders ON users.id = orders.user_id;"
"SQL में तीन टेबल्स को एक साथ ज्वाइन करो","SELECT a.name, b.product, c.category FROM tableA a JOIN tableB b ON a.id = b.a_id JOIN tableC c ON b.c_id = c.id;"
"SQL में एक `CASE` स्टेटमेंट का उपयोग करो","SELECT name, CASE WHEN age >= 18 THEN 'Adult' ELSE 'Minor' END AS status FROM users;"
"SQL में एक कॉमन टेबल एक्सप्रेशन (CTE) बनाओ","WITH RegionalSales AS (SELECT region, SUM(amount) AS total_sales FROM orders GROUP BY region) SELECT region, total_sales FROM RegionalSales WHERE total_sales > 1000;"
"SQL में एक विंडो फंक्शन (`ROW_NUMBER`) का उपयोग करो","SELECT name, ROW_NUMBER() OVER (ORDER BY salary DESC) as rank FROM employees;"
"SQL में एक विंडो फंक्शन (`RANK`) का उपयोग करो","SELECT name, RANK() OVER (PARTITION BY department ORDER BY salary DESC) as rank_in_dept FROM employees;"
"SQL में एक विंडो फंक्शन (`LEAD` or `LAG`) का उपयोग करो","SELECT date, sales, LAG(sales, 1) OVER (ORDER BY date) as previous_day_sales FROM daily_sales;"
"SQL में एक ट्रांसैक्शन (Transaction) का उपयोग करो","BEGIN TRANSACTION; UPDATE accounts SET balance = balance - 100 WHERE id = 1; UPDATE accounts SET balance = balance + 100 WHERE id = 2; COMMIT;"
"SQL में एक `ROLLBACK` स्टेटमेंट का उपयोग करो","BEGIN TRANSACTION; -- ... some operations ... ROLLBACK;"
"SQL में एक इंडेक्स (Index) बनाओ","CREATE INDEX idx_user_email ON users (email);"
"एक कम्पोजिट इंडेक्स (Composite Index) बनाओ","CREATE INDEX idx_name_city ON users (lastname, firstname);"
"SQL में एक `VIEW` बनाओ","CREATE VIEW vw_active_users AS SELECT id, name FROM users WHERE is_active = TRUE;"
"एक स्टोर्ड प्रोसीजर (Stored Procedure) बनाओ","CREATE PROCEDURE GetUser @UserID INT AS SELECT * FROM users WHERE id = @UserID;"
"SQL में `UNION` का उपयोग करो","SELECT city FROM customers UNION SELECT city FROM suppliers;"
"SQL में `UNION ALL` का उपयोग करो","SELECT city FROM customers UNION ALL SELECT city FROM suppliers;"
"एक सेल्फ-ज्वाइन (Self-Join) करो","SELECT e1.name AS Employee, e2.name AS Manager FROM employees e1 JOIN employees e2 ON e1.manager_id = e2.id;"
"एक क्रॉस-ज्वाइन (Cross-Join) करो","SELECT * FROM table1 CROSS JOIN table2;"
"PostgreSQL में `JSONB` डेटा टाइप का उपयोग करो","CREATE TABLE products (id SERIAL, data JSONB);"
"MongoDB में एक नया डॉक्यूमेंट इंसर्ट करो","db.collection('users').insertOne({ name: 'Amit', age: 25, skills: ['Python', 'JS'] });"
"MongoDB में कई डाक्यूमेंट्स इंसर्ट करो","db.collection('users').insertMany([{ name: 'Ria' }, { name: 'Sita' }]);"
"MongoDB में एक डॉक्यूमेंट ढूंढो (`findOne`)","db.collection('users').findOne({ name: 'Amit' });"
"MongoDB में कई डाक्यूमेंट्स ढूंढो (`find`)","db.collection('users').find({ age: { $gt: 20 } });"
"MongoDB में एक डॉक्यूमेंट को अपडेट करो (`updateOne`)","db.collection('users').updateOne({ name: 'Amit' }, { $set: { city: 'Lucknow' } });"
"MongoDB में कई डाक्यूमेंट्स को अपडेट करो (`updateMany`)","db.collection('users').updateMany({ city: 'Delhi' }, { $set: { country: 'India' } });"
"MongoDB में एक डॉक्यूमेंट को डिलीट करो (`deleteOne`)","db.collection('users').deleteOne({ name: 'Amit' });"
"MongoDB में एक इंडेक्स बनाओ","db.collection('users').createIndex({ name: 1 });"
"MongoDB एग्रीगेशन पाइपलाइन का एक उदाहरण","db.orders.aggregate([ { $match: { status: 'A' } }, { $group: { _id: '$cust_id', total: { $sum: '$amount' } } } ]);"
"Redis में एक की-वैल्यू पेयर सेट करो","SET mykey 'Hello'"
"Redis से एक की-वैल्यू पेयर प्राप्त करो","GET mykey"
"Redis में एक हैश (Hash) सेट करो","HSET user:1 name 'Amit' city 'Lucknow'"
"Redis में एक लिस्ट के अंत में आइटम जोड़ो","RPUSH mylist 'item1'"
"Redis में एक सेट में मेंबर्स जोड़ो","SADD myset 'member1'"
"SQL में `COALESCE` फंक्शन का उपयोग करो","SELECT COALESCE(nullable_column, 'default_value') FROM my_table;"
"SQL में एक पिवट (PIVOT) टेबल का कॉन्सेप्ट","// A PIVOT table is used to rotate rows into columns to provide a different view of the data."
"एक ट्रिगर (Trigger) बनाओ जो इंसर्ट होने पर चले","CREATE TRIGGER my_trigger AFTER INSERT ON my_table FOR EACH ROW BEGIN -- ... logic ... END;"
"SQL में एक यूजर-डिफाइंड फंक्शन (UDF) बनाओ","CREATE FUNCTION MyFunction(@param INT) RETURNS INT AS BEGIN RETURN @param * 2; END;"
"एक recursive CTE का उपयोग करो","WITH RECURSIVE subordinates AS ( ... ) SELECT ... FROM subordinates;"
"ACID (Atomicity, Consistency, Isolation, Durability) क्या है","// A set of properties of database transactions intended to guarantee data validity despite errors, power failures, and other mishaps."
"NoSQL डेटाबेस के प्रकार (Key-Value, Document, Column-Family, Graph)","// Different types of NoSQL databases, each designed for specific use cases."
"CAP प्रमेय (CAP Theorem) क्या है","// A theorem for distributed data storage that states it is impossible for a distributed data store to simultaneously provide more than two out of the following three guarantees: Consistency, Availability, and Partition tolerance."
"डेटाबेस नॉर्मलाइजेशन (Normalization) का कॉन्सेप्ट","// The process of organizing columns and tables in a relational database to minimize data redundancy."
"डेटाबेस डीनॉर्मलाइजेशन (Denormalization) का कॉन्सेप्ट","// The process of trying to improve the read performance of a database, at the expense of losing some write performance, by adding redundant data."
"शार्डिंग (Sharding) का कॉन्सेप्ट","// A type of database partitioning that separates one large database into many smaller, faster, more easily managed parts called data shards."
"रेप्लीकेशन (Replication) का कॉन्सेप्ट","// The process of sharing information to ensure consistency between redundant resources, such as software or hardware components, to improve reliability, fault-tolerance, or accessibility."
"ORM (Object-Relational Mapping) क्या है","// A programming technique for converting data between incompatible type systems using object-oriented programming languages. Examples: SQLAlchemy, Django ORM."
"MongoDB में `$lookup` (JOIN) का उपयोग करो","db.orders.aggregate([{ $lookup: { from: 'inventory', localField: 'item', foreignField: 'sku', as: 'inventory_docs' } }])"
"Elasticsearch में एक डॉक्यूमेंट को इंडेक्स करो","POST /my-index/_doc/1\n{ ""field"": ""value"" }"
